ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(Â°C),Water Temp(Â°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
524818951,Photo,Razorbill,Alca torda,,Alejandro Sanz,2023-01-15,2023.0,1.0,15.0,1201.0,Spain,ES-CB,Cantabria,,"Marismas de SantoÃ±a, Victoria y Joyel PNat--Puerto de SantoÃ±a",43.4394939,-3.4620103,,,Unspecified,,,,,,,,,S126304649,,,,,,Alca torda,razorb,Species,6372.0,,4.0,1.0,,2944.0,4416.0
534130911,Photo,Snowy Owl,Bubo scandiacus,,Jack & Holly Bartholmai,2023-02-11,2023.0,2.0,11.0,1651.0,United States,US-WI-027,Wisconsin,Dodge,"W9795âW9899 CTH-AW, Fox Lake US-WI 43.63347, -88.89308",43.633474,-88.893085,Adult â 1,,Unspecified,,,,,,,,,S128121013,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,4.0,2.0,,1420.0,1136.0
587867011,Photo,Common Myna,Acridotheres tristis,,Andrew Bailey,2023-05-12,2023.0,5.0,12.0,622.0,Madagascar,MG-F,Fianarantsoa,,"Auto selected -21.25680, 47.45380",-21.256799,47.453804,,,Unspecified,,,,,,,,,S137166576,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,3284.0,4495.0
614240793,Photo,Glossy Ibis,Plegadis falcinellus,,Travis Vance,2023-12-15,2023.0,12.0,15.0,955.0,Spain,ES-AN-HL,AndalucÃ­a,Huelva,DoÃ±ana PN--Marisma de El RocÃ­o,37.1262444,-6.4857101,Unknown â 1,Flying,Unspecified,,,,,,,,,S156342754,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,2066.0,3619.0
614379293,Photo,Common Myna,Acridotheres tristis,,Shilpa Gadgil,2024-02-02,2024.0,2.0,2.0,718.0,India,IN-MH-JG,Maharashtra,Jalgaon,"Maharashtra State Highway 184, Samner, Maharashtra, IN (20.802, 75.46)",20.8017655,75.4603726,,,Unspecified,,,,,,,,,S160386266,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,3888.0,5184.0
307973701,Photo,Northern Royal Albatross,Diomedea sanfordi,,Jan Andersson,2018-11-18,2018.0,11.0,18.0,700.0,Australia,AU-VIC-LJP,Victoria,Lady Julia Percy Island,Port Fairy Pelagic,-38.56105,142.09442,Immature,Flying,Unspecified,,,,,,,,,S81218634,,,,,,Diomedea sanfordi,royalb3,Group,6813.0,,0.0,0.0,,2551.0,3827.0
432038861,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,CV Sylvan,2022-04-04,2022.0,4.0,4.0,807.0,United States,US-TX-453,Texas,Travis,Balcones Canyonlands Preserve--Aralia Dr. (restricted access),30.3955691,-97.7985013,,,Unspecified,,,,,,,,,S106266536,,,,,Mostly A songs and chip calls,Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,452.0,301.0
614166216,Photo,Wood Duck,Aix sponsa,,Aubrey Merrill,2023-07-09,2023.0,7.0,9.0,1530.0,United States,US-NJ-025,New Jersey,Monmouth,Thompson Park,40.3345066,-74.1533804,,,Unspecified,,,,,,,,,S160148075,,,,,Swimming and feeding in Marlu Lake,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,2400.0,3000.0
91893271,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Bob Dunlap,2018-03-29,2018.0,3.0,29.0,945.0,United States,US-TX-259,Texas,Kendall,Guadalupe River SP--Northern portion (Kendall Co.),29.8823474,-98.5035725,,,Unspecified,,,,,,,,,S44065566,,,,,"4 on Bamberger Trail, 2 on Golden-cheeked Warbler Trail, and 1 on Bauer Trail  <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/8X40xVGyGUY"" frameborder=""0""></iframe>",Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,3.0,,1200.0,1800.0
611700272,Photo,Wood Duck,Aix sponsa,,David Bennett,2023-11-29,2023.0,11.0,29.0,1253.0,United States,US-PA-003,Pennsylvania,Allegheny,Dashields Dam,40.5530399,-80.2133274,,,Unspecified,,,,,,,,,S155436432,,,,,,Aix sponsa,wooduc,Species,433.0,,3.6,5.0,,1628.0,2212.0
473534411,Photo,Northern Royal Albatross,Diomedea sanfordi,,Scott Eaton,2022-08-07,2022.0,8.0,7.0,1008.0,Australia,AU-VIC-LJP,Victoria,Lady Julia Percy Island,Port Fairy Pelagic,-38.56105,142.09442,,,Unspecified,,,,,,,,,S116537505,,,,,,Diomedea sanfordi,royalb3,Group,6813.0,,5.0,2.0,,2604.0,1735.0
613328899,Photo,Common Loon,Gavia immer,,Robert Solomon,2024-01-08,2024.0,1.0,8.0,1454.0,United States,US-NC-043,North Carolina,Clay,Chatuge Dam Trail,35.0200683,-83.7856436,,,Unspecified,,,,,,,,,S158463180,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,3888.0,5184.0
518257211,Photo,Snowy Owl,Bubo scandiacus,,Valerie Glass,2022-12-30,2022.0,12.0,30.0,855.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S124921850,,,,,"Continuing rarity seen on numerous roof tops in the neighborhood in the last few days.  Large body, white face, dark barring on body.  Owl was constantly looking around at the dozens of birders watching from below.",Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,2179.0,1973.0
302198201,Photo,Razorbill,Alca torda,,Frank Mantlik,2021-01-28,2021.0,1.0,28.0,1410.0,United States,US-CT-001,Connecticut,Fairfield,"Stratford Point, CT Audubon",41.1533577,-73.1033278,Immature â 1,,Unspecified,,,,,,,,,S80038381,,,,,"Successful chase. Donna C. texted that Naomi photoâd one close to shore. I was in the area so shot there to try to refind it. Along with Abby S. I relocated it swimming in the cove toward Short Beach. Soon it swam out toward middle of river mouth, where the howling N wind swept it S down the river and eventually into the Sound off the lighthouse. Record photos of this immature, that didnât seem well due to its behavior of being at the mercy of the wind.",Alca torda,razorb,Species,6372.0,,3.5,2.0,,609.0,877.0
611373316,Photo,Limpkin (Speckled),Aramus guarauna [pictus Group],,Warren James,2023-11-20,2023.0,11.0,20.0,1506.0,United States,US-LA-087,Louisiana,St. Bernard,Forty Arpent Wetlands Observatory,29.9656832,-89.9772924,,,Unspecified,,,,,,,,,S154877518,,,,,Three limpkins moving around the Forty Arpent Canal. Cellphone pictures taken through binoculars.,Aramus guarauna,limpki1,Group,5643.0,,2.0,1.0,,4032.0,3024.0
539664251,Photo,Long-eared Owl,Asio otus,,Antonina V,2023-02-26,2023.0,2.0,26.0,1000.0,Russia,RU-SPE,Saint Petersburg,,ÐÐ»Ð°Ð³Ð¸Ð½ ÐÑÑÑÐ¾Ð² (Yelagin Island),59.9801912,30.2550817,,,Unspecified,,,,,,,,,S129678711,,,,,,Asio otus,loeowl,Species,9045.0,,4.5,2.0,,1000.0,1500.0
38045531,Photo,Northern Royal Albatross,Diomedea sanfordi,,Imogen Warren,2015-01-04,2015.0,1.0,4.0,700.0,New Zealand,NZ-CAN-054,Canterbury,Kaikoura District,Kaikoura--offshore--Albatross Encounter pelagic (general),-42.4908336,173.7178802,,,Unspecified,,,,,,,,,S30293163,,,,,,Diomedea sanfordi,royalb3,Group,6813.0,,5.0,2.0,,3047.0,3528.0
612368401,Photo,Limpkin,Aramus guarauna,,Avery Fish,2023-12-16,2023.0,12.0,16.0,1326.0,United States,US-TN-095,Tennessee,Lake,Black Bayou Refuge--South Unit/Reelfoot WMA--Wheelchair Hunting Area,36.4309856,-89.4050217,,,Unspecified,,,,,,,,,S156464599,,,,,"Speckled waders with decurved beak, photos",Aramus guarauna,limpki,Species,5642.0,,2.0,1.0,,2160.0,3840.0
386522221,Photo,Red-tailed Hawk,Buteo jamaicensis,,Kevin Rinard,2021-11-08,2021.0,11.0,8.0,1239.0,United States,US-MD-001,Maryland,Allegany,Frostburg,39.66104,-78.910729,,,Unspecified,,,,,,,,,S97325213,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.67,3.0,,3445.0,5169.0
614616705,Photo,American Robin,Turdus migratorius,,Paul Miller,2024-02-09,2024.0,2.0,9.0,900.0,United States,US-OH-095,Ohio,Lucas,"Woodlawn Cemetery, Toledo",41.6808291,-83.5799932,,,Unspecified,,,,,,,,,S161054130,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,3744.0,5616.0
612761646,Photo,Common Loon,Gavia immer,,Riley Saxton,2023-04-02,2023.0,4.0,2.0,718.0,United States,US-NY-029,New York,Erie,Tifft Nature Preserve,42.8462509,-78.8594553,,,Unspecified,,,,,,,,,S132467131,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,771.0,1028.0
527224001,Photo,Snowy Owl,Bubo scandiacus,,Clemence Wong,2023-01-17,2023.0,1.0,17.0,1348.0,Canada,CA-ON-FR,Ontario,Frontenac,Wolfe Island,44.1753098,-76.4181519,,,Unspecified,,,,,,,,,S126407302,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,3207.0,2138.0
608687515,Photo,Glossy Ibis,Plegadis falcinellus,,Mike Murphy,2023-09-05,2023.0,9.0,5.0,626.0,United States,US-NJ-001,New Jersey,Atlantic,Edwin B. Forsythe NWR--Wildlife Drive (8-mile auto tour loop only),39.464298,-74.417612,,,Unspecified,,,,,,,,,S149559884,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,2460.0,3000.0
615639468,Photo,Mallard,Anas platyrhynchos,,Karen Zeleznik,2024-03-04,2024.0,3.0,4.0,823.0,United States,US-OH-153,Ohio,Summit,Cuyahoga Valley NP--Ira Rd. Beaver Marsh,41.1842256,-81.5825629,,,Unspecified,,,,,,,,,S163714618,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,3400.0,2720.0
602962511,Photo,Glossy Ibis,Plegadis falcinellus,,Prem swaroop Kolluru,2023-08-13,2023.0,8.0,13.0,602.0,India,IN-AP-VS,Andhra Pradesh,Visakhapatnam,Podugupalem Lake,17.9280055,83.3761389,,Flying,Unspecified,,,,,,,,,S147110548,,,,""" V"" formation flight of Glossy Ibis",""" V"" formation flight of Glossy Ibis",Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1200.0,1800.0
615367171,Photo,Mallard,Anas platyrhynchos,,Kieran Schnitzspahn,2024-02-25,2024.0,2.0,25.0,1105.0,United States,US-CO-069,Colorado,Larimer,Old St Louis Natural Area,40.38349,-105.0632609,,,Unspecified,,,,,,,,,S162900480,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,3.0,1.0,,2736.0,3648.0
615556845,Photo,Glossy Ibis,Plegadis falcinellus,,Clyde Blum,2023-10-11,2023.0,10.0,11.0,1528.0,Saudi Arabia,SA-09,Jizan,,Jazan Sewage Treatment Plant,16.7815894,42.6745081,,,Unspecified,,,,,,,,,S153006208,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,836.0,1254.0
328336591,Photo,American Bittern,Botaurus lentiginosus,,Miriam Baril,2021-04-19,2021.0,4.0,19.0,915.0,Canada,CA-QC-PN,Quebec,Pontiac,"Chemin Stitt, Litchfield",45.8312587,-76.6902891,,,Unspecified,,,,,,,,,S85919073,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,5.0,2.0,,3151.0,4726.0
462461191,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Jeff Osborne,2022-06-25,2022.0,6.0,25.0,858.0,United States,US-TX-453,Texas,Travis,Balcones Canyonlands NWR--Cactus Rocks Trail,30.5055449,-97.9798198,,,Unspecified,,,,,,,,,S113767986,,,,,Mostly quietâseen in several spots on our hike. Calling but singing.,Setophaga chrysoparia,gchwar,Species,33674.0,,5.0,3.0,,2130.0,3195.0
414427321,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John Cahill xikanel.com,2021-12-26,2021.0,12.0,26.0,709.0,Guatemala,GT-ZA,Zacapa,,AlejandrÃ­a 02,15.122308,-89.608651,Immature Male â 1,,Unspecified,,,,,,,,,S99712936,,,,,Dentro. 2 machos y 1 hembra. Registro fotogrÃ¡fico de cada uno. Tres plumajes diferentes.,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,2.0,,606.0,911.0
612870719,Photo,Long-eared Owl,Asio otus,,Lucien Lemay,2022-12-29,2022.0,12.0,29.0,1030.0,Canada,CA-QC-CP,Quebec,Longueuil,"Arboretum, Parcs de la FrayÃ¨re et des Voiles",45.6469012,-73.4426296,,,Unspecified,,,,,,,,,S124853918,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,1800.0,1200.0
29709671,Photo,Razorbill,Alca torda,,Doreen LePage,2016-06-01,2016.0,6.0,1.0,1600.0,Iceland,IS-4,VestfirÃ°ir,,LÃ¡trabjarg--Bjargtangar,65.5011487,-24.5296597,,,Unspecified,,,,,,,,,S30026773,,,,,,Alca torda,razorb,Species,6372.0,,4.5,2.0,,2245.0,2105.0
613884137,Photo,Wood Duck,Aix sponsa,,Billy Falls,2024-01-22,2024.0,1.0,22.0,1241.0,United States,US-VA-775,Virginia,Salem,Lake Spring Park,37.2912709,-80.0701296,,,Unspecified,,,,,,,,,S159574445,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,1080.0,1440.0
227503551,Photo,American Bittern,Botaurus lentiginosus,,Carolyn Longworth,2020-04-26,2020.0,4.0,26.0,717.0,United States,US-MA-005,Massachusetts,Bristol,"Egypt Lane Ponds, Fairhaven",41.634733,-70.892723,,,Unspecified,,,,,,,,,S67833081,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,1728.0,2304.0
94744671,Photo,Red-tailed Hawk,Buteo jamaicensis,,Sue Smith,2018-04-15,2018.0,4.0,15.0,1109.0,United States,US-TX-375,Texas,Potter,Amarillo Medical Center Park,35.1996612,-101.9148552,,,Unspecified,,,,,,,,,S44613509,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.33,3.0,,907.0,1360.0
283340421,Photo,Red-tailed Hawk,Buteo jamaicensis,,Anonymous,2020-11-27,2020.0,11.0,27.0,924.0,United States,US-TX-491,Texas,Williamson,Granger Lake Area (HOTE 031),30.7001608,-97.3597466,,,Unspecified,,,,,,,,,S76776951,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.67,3.0,,3278.0,4459.0
615148229,Photo,American Robin,Turdus migratorius,,Kurt Hennige,2024-02-20,2024.0,2.0,20.0,1402.0,Canada,CA-ON-FR,Ontario,Frontenac,Bayridge Court,44.2504384,-76.5889277,,,Unspecified,,,,,,,,,S162492793,,,,,,Turdus migratorius,amerob,Species,28096.0,,5.0,1.0,,2751.0,3180.0
309767961,Photo,Red-tailed Hawk,Buteo jamaicensis,,Robert Bochenek,2021-02-20,2021.0,2.0,20.0,1240.0,United States,US-MI-163,Michigan,Wayne,Maybury SP,42.4296,-83.5337186,,,Unspecified,,,,,,,,,S82008836,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.33,6.0,,634.0,826.0
323226451,Photo,Red-tailed Hawk,Buteo jamaicensis,,Scott Castelein,2021-03-29,2021.0,3.0,29.0,1132.0,United States,US-MI-097,Michigan,Mackinac,Mackinac Island,45.8613249,-84.6221924,,,Unspecified,,,,,,,,,S84357347,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.5,6.0,,2022.0,1457.0
187819351,Photo,American Bittern,Botaurus lentiginosus,,Mark L. Hoffman,2019-10-25,2019.0,10.0,25.0,913.0,Mexico,MX-CAM-010,Campeche,Palizada,"MX-CAMP-Palizada (18.0434,-91.8891)",18.043437,-91.889091,,,Unspecified,,,,,,,,,S60927794,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.75,4.0,,3598.0,5397.0
202818791,Photo,Red-tailed Hawk (kemsiesi/hadropus),Buteo jamaicensis kemsiesi/hadropus,,Lee Jones,2020-01-25,2020.0,1.0,25.0,744.0,Belize,BZ-CY,Cayo,,"Mountain Pine  Ridge, Orchid Hill Road (17.011, -88.886)",17.0108219,-88.8864357,Adult â 1,,Unspecified,,,,,,,,,S63767727,,,,Buteo jamaicensis kemsiesi,,Buteo jamaicensis,rethaw5,Group,8322.0,,4.75,4.0,,2085.0,2779.0
532525051,Photo,Common Myna,Acridotheres tristis,,Chandu K Raj,2023-02-07,2023.0,2.0,7.0,725.0,India,IN-KA-BN,Karnataka,Bengaluru Urban,Bellandur,12.934098,77.675094,,,Unspecified,,,,,,,,,S127791721,,,,,,Acridotheres tristis,commyn,Species,27402.0,,1.0,1.0,,1551.0,1898.0
517996771,Photo,Snowy Owl,Bubo scandiacus,,Susana Guerrero,2022-12-29,2022.0,12.0,29.0,1151.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,,,Unspecified,,,,,,,,,S124870633,,,,,Large bodied owl. Perched on roof top of house.,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,3000.0,4000.0
613282134,Photo,Common Loon,Gavia immer,,Normand Laplante,2024-01-08,2024.0,1.0,8.0,1445.0,Canada,CA-QC-OU,Quebec,Gatineau,Baie Fraser,45.3800954,-75.8190107,,,Unspecified,,,,,,,,,S158471075,,,,,Photo prise de loin pour confirmer l'identification.,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,1353.0,2029.0
154796571,Photo,American Bittern,Botaurus lentiginosus,,MiMi Hoffmaster ð¦©ðð,2019-04-29,2019.0,4.0,29.0,1519.0,United States,US-PA-085,Pennsylvania,Mercer,"31â55 Ko Rd, Greenville US-PA (41.4773,-80.3511)",41.477343,-80.351098,,,Unspecified,,,,,,,,,S55563951,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,,
466686301,Photo,Razorbill,Alca torda,,Spat Cannon,2022-07-02,2022.0,7.0,2.0,1914.0,Iceland,IS-2,SuÃ°urnes,,GarÃ°ur--GarÃ°skagi lighthouse,64.0819553,-22.6919174,,,Unspecified,,,,,,,,,S114257082,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,1750.0,2048.0
614969602,Photo,Mallard,Anas platyrhynchos,,Shefali Naik,2024-02-17,2024.0,2.0,17.0,800.0,India,IN-GJ-AH,Gujarat,Ahmedabad,Ambawadi,23.0333588,72.5377819,,,Unspecified,,,,,,,,,S161803651,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,1.0,1.0,,3456.0,5184.0
611330420,Photo,Wood Duck,Aix sponsa,,Mark Schwan,2023-11-19,2023.0,11.0,19.0,1210.0,United States,US-AK-110,Alaska,Juneau City and Borough,Kingfisher Pond,58.3552939,-134.5081945,,,Unspecified,,,,,,,,,S154810949,,,,,Continuing.,Aix sponsa,wooduc,Species,433.0,,5.0,1.0,,3712.0,5568.0
614926610,Photo,Common Loon,Gavia immer,,Ruben Ayala,2024-02-16,2024.0,2.0,16.0,954.0,United States,US-TX-355,Texas,Nueces,Indian Point ParkâNueces Co. marshes (SE portion),27.851863,-97.353277,,,Unspecified,,,,,,,,,S161755834,,,,,Near the pier,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,997.0,1200.0
615766270,Photo,Wood Duck,Aix sponsa,,Ken Pride,2024-03-07,2024.0,3.0,7.0,1230.0,Canada,CA-AB-SI,Alberta,Calgary,Calgary--Carburn Park,50.9733471,-114.0280095,,,Unspecified,,,,,,,,,S164043376,,,,,"1 male, 3 females",Aix sponsa,wooduc,Species,433.0,,3.67,3.0,,1235.0,1729.0
263926101,Photo,Red-tailed Hawk,Buteo jamaicensis,,R M,2020-09-19,2020.0,9.0,19.0,656.0,United States,US-NY-047,New York,Kings,Prospect Park,40.6602841,-73.9689534,,,Unspecified,,,,,,,,,S73779175,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.67,3.0,,2000.0,3000.0
514897381,Photo,Red-tailed Hawk (calurus/alascensis),Buteo jamaicensis calurus/alascensis,,Noah Price,2022-12-20,2022.0,12.0,20.0,1046.0,United States,US-IL-167,Illinois,Sangamon,Waldrop Park,39.8950249,-89.5880847,,,Unspecified,,,,,,,,,S124314582,,,,,"Flying southbound. Appeared to be a juvenile dark morph. Very heavy streaking across the body and underwing coverts. Dark tips to the outer primaries, with distinct barring across the flight feathers and rectrices. Will upload photos.",Buteo jamaicensis,wrthaw1,Group,8313.0,,5.0,2.0,,1241.0,1862.0
316326001,Photo,Red-tailed Hawk,Buteo jamaicensis,,Foster Wang,2021-03-13,2021.0,3.0,13.0,1323.0,United States,US-VA-013,Virginia,Arlington,Fort C.F. Smith Park,38.90091,-77.09189,,,Unspecified,,,,,,,,,S83339909,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.67,3.0,,2380.0,1339.0
521591821,Photo,Long-eared Owl,Asio otus,,Princess Eggieplant,,,,,,United States,US-CA-113,California,Yolo,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,2.5,2.0,,2268.0,4032.0
614206914,Photo,Wood Duck,Aix sponsa,,Josh Emms,2024-01-30,2024.0,1.0,30.0,1607.0,United States,US-NM-001,New Mexico,Bernalillo,Rio Grande Nature Center SP,35.13,-106.683,,,Unspecified,,,,,,,,,S160227697,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,3456.0,4608.0
613016384,Photo,Wood Duck,Aix sponsa,,A & C Tennant,2023-12-28,2023.0,12.0,28.0,823.0,Canada,CA-BC-GV,British Columbia,Metro Vancouver,Stanley Park,49.3029688,-123.1432629,,,Unspecified,,,,,,,,,S157379383,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,3852.0,5775.0
614360264,Photo,Wood Duck,Aix sponsa,,Pascale Berthe,2024-02-03,2024.0,2.0,3.0,1315.0,Canada,CA-QC-LV,Quebec,Laval,Parc GagnÃ©,45.5502713,-73.6992073,,,Unspecified,,,,,,,,,S160522367,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,2302.0,3327.0
615650209,Photo,Wood Duck,Aix sponsa,,Henry Chiu,2024-03-04,2024.0,3.0,4.0,1234.0,United States,US-MA-021,Massachusetts,Norfolk,Hall's Pond and Amory Woods,42.3468922,-71.1129141,,,Unspecified,,,,,,,,,S163743296,,,,,,Aix sponsa,wooduc,Species,433.0,,3.0,1.0,,3939.0,7603.0
613836305,Photo,American Robin,Turdus migratorius,,Yana Levchinsky,2024-01-21,2024.0,1.0,21.0,1342.0,United States,US-NY-091,New York,Saratoga,Vischer Ferry Nature & Historic Preserve,42.7860031,-73.8023715,,,Unspecified,,,,,,,,,S159492234,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,3072.0,4608.0
610371589,Photo,Limpkin,Aramus guarauna,,Alena Capek,2023-10-25,2023.0,10.0,25.0,710.0,United States,US-FL-115,Florida,Sarasota,Myakka River SP,27.2405033,-82.3148167,,,Unspecified,,,,,,,,,S153061640,,,,,,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,3037.0,4556.0
245278981,Photo,American Bittern,Botaurus lentiginosus,,Alex Sundvall,2020-05-27,2020.0,5.0,27.0,1631.0,United States,US-ND-043,North Dakota,Kidder,McPhail Slough (North),46.995185,-99.681151,Adult Male â 1,,Unspecified,,,,,,,,,S69739298,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,3941.0,5911.0
614674755,Photo,Long-eared Owl,Asio otus,,Sam Plew,,,,,,United States,US-IN-087,Indiana,LaGrange,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,1749.0,2332.0
450977321,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Tanya Smythe,2022-05-19,2022.0,5.0,19.0,843.0,United States,US-TX-453,Texas,Travis,Balcones Canyonlands NWR--Warbler Vista/Ridgeline Trail (HOTE 027),30.5099833,-97.9923667,,,Unspecified,,,,,,,,,S110657865,,,,,Heard singing and calling then he appeared.  Photos.,Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,1365.0,2048.0
614282295,Photo,Wood Duck,Aix sponsa,,Melanie Barnett,2024-01-29,2024.0,1.0,29.0,835.0,United States,US-CA-085,California,Santa Clara,McClellan Groundwater Recharge Ponds (Bubb Rd. percolation ponds),37.313343,-122.0503109,,,Unspecified,,,,,,,,,S160133590,,,,,,Aix sponsa,wooduc,Species,433.0,,2.0,1.0,,1175.0,1812.0
611099923,Photo,Wood Duck,Aix sponsa,,William Kelly,2023-11-12,2023.0,11.0,12.0,1115.0,United States,US-CT-003,Connecticut,Hartford,Hartford Reservoir No. 1 and Forest,41.7508241,-72.7815056,,,Unspecified,,,,,,,,,S154404752,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,2172.0,3099.0
587416231,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Mike Jones,2020-07-30,2020.0,7.0,30.0,750.0,United States,US-TX-027,Texas,Bell,Gil Eckrich's Deck,31.042412,-97.548724,,,Unspecified,,,,,,,,,S142415903,,,,,Gil has GCWs accustomed to him and his back deck.  It affords incredible views of these endangered birds.,Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,1128.0,1504.0
184976741,Photo,American Bittern,Botaurus lentiginosus,,Dennis Mersky,2019-10-29,2019.0,10.0,29.0,1645.0,United States,US-OH-093,Ohio,Lorain,Sandy Ridge Reservation,41.3944763,-82.0488911,,,Unspecified,,,,,,,,,S61033713,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,2.0,,2475.0,3711.0
614298057,Photo,Glossy Ibis,Plegadis falcinellus,,Mike Pennington,2018-11-25,2018.0,11.0,25.0,0.0,Tanzania,TZ-01,Arusha,,Lake Manyara NP (Arusha),-3.4571545,35.7973877,,,Unspecified,,,,,,,,,S59600674,,,,,along the shore,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1067.0,1600.0
612566220,Photo,Wood Duck,Aix sponsa,,Jim Wilkinson,2023-12-23,2023.0,12.0,23.0,1326.0,United States,US-MD-027,Maryland,Howard,Race Road,39.2069184,-76.7091393,,,Unspecified,,,,,,,,,S156961188,,,,,three wood ducks in photo two together and one on the far right but one more bird was flagged and record removed,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,854.0,908.0
446282321,Photo,Northern Royal Albatross,Diomedea sanfordi,Ardenna bulleri -- Buller's Shearwater,Marcelo Olivares Herrera,2022-05-07,2022.0,5.0,7.0,815.0,Chile,CL-CO-COQ,Coquimbo,Coquimbo,Lengua de Vaca--PelÃ¡gico,-30.105364,-71.5554142,,,Unspecified,,,,,,,,,S109272164,,,,,,Diomedea sanfordi,royalb3,Species,6813.0,,0.0,0.0,,3888.0,5184.0
